Category,Crop,QueryType,QueryText,KccAns,Refer
Oilseeds,Groundnut,Cultural Practices,Information Regarding method of sowing of  Groundnut crop?,"Method of sowing:::    ICRISAT method: Polythene mulching has been attributed as one of the major improved cultivation practices for enhanced productivity of groundnut in China. When grown under polythene mulch system, groundnut matures about 10 days earlier than under non-mulched condition. Polythene mulching increases the soil temperature by retaining the heat from the sun. The increased accumulated temperature shortens the crop period. During the hot season it also protects the soil from direct sunlight.In this technology, Broad beds and furrows are used for groundnut cultivation. Environment of Broad beds and furrows system is favourable for the development of groundnut pods, by doing little modification in the size, beds are formed along with polyethylene film mulched. Make beds of 60 cm width and leave 15 cm on the either side for the furrows. In a plot size of 4.5 m x 6.0 m, five beds can be made. After the formation of the bed and fertilizer application, spread black polythene sheet (90 cm width) over the soil surface. Polyethylene sheet of Seven micron @20kg/acre is required. Holes can be made at required spacing of 30 x10 cm before spreading of the sheets. The seed requirement is similar to normal groundnut cultivation  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Oilseeds,Groundnut,Water Management,Information Regarding water management of  Groundnut crop?,"Irrigation for two or three time depending upon seasonal rainfall is necessary for good crop growth. Apply first irrigation at flowering stage. If the Kharif crop is caught in a long spell of draught, especially at the pod formation stage, supplemental irrigation is given, if water is available (In pod development stage, 2 - 3 irrigations are given depending on the soil type). Another irrigation a few days before the harvest may be given for full recovery for pods from soil.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Oilseeds,Groundnut,Weed Management,Information Regarding weed management of  Groundnut crop?,Weed control during first 45 days of growth period is essential for good yield. The most critical period is 3-6 weeks after sowing of crop. The average yield loss due to weed is about 30% whereas under poor management yield loss by weed may be 60%. Therefore carryout mechanical or chemical weed control during initial stage of crop growth.Give two hoeing after the first three weeks of sowing and then after second three weeks of sowing. No interculture would be done after the pegs have commmenced going underground. Apply Fluchoralin @ 600 ml per acre or Pendimethalin @ 1 ltr per acre as pre-emergence area followed by hand weeding once 36-40 days after planting.Accomplish earthing up during second hand weeding/late hand weeding (in herbicide application). It is an important operation in groundnut. Earthing up is to be done within 40-45 days after sowing as it helps for the penetration of pegs in the soil and also facilitates for increased pod development.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Oilseeds,Groundnut,Fertilizer Uses,Information Regarding fertilizer uses of  Groundnut crop?,"Apply fertilizer dose depending upon Soil testing. Due to this exact amount of fertilizer needed for soil is given and thus unnecessary loss of fertilizer is avoided. Apply Urea@13kg/acre, SSP@50kg/acre and depending upon soil testing if soil show deficiencies of potash then apply 10kg/acre of MoP. Also apply Gypsum@50kg/acre. Broadcast gypsum and drill all fertilizers at time of sowing. Application of gypsum encourages pod formation and better filling up of the pods.

The leaves of upper portion of crop get smaller and it gives light yellow appearance, this is due to Zinc deficiency. Crop growth gets stunted and the kernels are shrivelled in severe condition. Apply zinc sulphate heptahydrate@25kg or zinc sulphate monohydrate@16kg per acre. This dose will be sufficient for 2 to 3 years.

  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Oilseeds,Groundnut,Varieties,Information Regarding Groundnut improved varieties?,"TG37A: The variety is suitable for spring season. The shelling out turn is 65% and the average weight of 100 kernels are 42.5gm. The kernels are spherical in shape and pink in color. It gives an average yield of 12.3qtl/acre of pods.

PG-1: It is a spreading variety recommended for cultivation under rain fed conditions in Punjab. Ready to harvest in 130 days. It has a shelling percentage of 69. It yields about 6-8 quintals per acre. Seeds contain 49 per cent oil.

C-501 (Virginia group): It is a semi-spreading variety recommended for cultivation in sandy loam and loamy soils under irrigated conditions where spreading varieties do not grow well. It yields about 10 quintals per acre. It matures in about 125-130 days. It has 68 per cent shelling out turn and 48 percent oil content.

M548: Grown in sandy areas of the place with certainly dispersed rain fall of about 550 mm in July, mid-august as well as September or simply under deterrent irrigation. Ready to harvest in 123 days. Crude oil content obtained is 52.4%.
 
M-335: It is a spreading variety recommended for cultivation in Punjab. It matures in 125 days. It has a shelling percentage of 67. It yields about 8-10 quintals per acre. Seeds contain 49 percent oil. It is recommended for sowing under irrigated conditions in Punjab.
 
M-522: It is a spreading variety for sowing under irrigated conditions in Punjab. It matures in about 115 days. It has a shelling out turn of 68 percent. Seeds contain 50.7 percent oil. Pods are medium bold in size with mostly two kernels. Its yield potential is 9 quintals per acre.
 
M-37: Crop size is 25cm, a scattering kind variety with trailing divisions, foliage is big in dimensions, densely organized as well as deep greenish in shade. Pods are 1 to 2 seeded hardly ever 3-seeded. Shelling is 69%.
 
SG 99: This variety is grown in loamy sand to sandy places throughout summer months. Period of maturity is 124 days; principle stalk length is 66-68 cm; mature pods/plant is 22-24 in number; hundred kernel weights is 54; shelling out turn is 66%; oil content produced is 52.3. Average pod yield is about 10qtl/acre. Tolerant to bud necrosis disease.
 
SG-84: It is a bunch type variety suitable for growing in Punjab. It matures in 120-130 days. Seeds are of light brown color and contain 50 percent oil. It has a shelling out turn of 64 percent. Its yield potential is 10 quintals per acre.

Moongphali No. 13: It is a spreading variety with profuse lateral branches and vigorous growth. It is recommended for cultivation in sandy soils. It matures in 125-135 days. Its yield potential is 10-12 quintals per acre. It has 68 percent, shelling out turn. Seeds are of bold size and contain 49 percent oil.
 
M-145: A semi growing kind. Ideal for cultivation under irrigated as well as rain fed situations. Foliage is light greenish. Pods 1-4 seeded with purple tinted kernels. Shelling is 77%. Hundred kernels weight about 51gm. Proteins amount contains 29 .4%. It matures within 125 days.
 
M-197: It is a semi spreading variety recommended for cultivation in Punjab. It matures in 118-120 days. It has a shelling percentage of 68. It yields about 7-9 quintals per acre. Seeds contain 51 percent oil.
 
ICGS1: High yielding Spanish bunch type variety. Mature in 112 days. Resistant to bud necrosis disease. 70% shelling turn over and 51% oil content.

AL 882: It is a dwarf and early maturing variety. It gives an average yield of 5.4qtl/acre.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Oilseeds,Groundnut,Varieties,Information Regarding Groundnut varietiey   TG37A?,"TG37A: The variety is suitable for spring season. The shelling out turn is 65% and the average weight of 100 kernels are 42.5gm. The kernels are spherical in shape and pink in color. It gives an average yield of 12.3qtl/acre of pods.
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Oilseeds,Groundnut,Varieties,Information Regarding Groundnut varietiey   PG-1?,PG-1: It is a spreading variety recommended for cultivation under rain fed conditions in Punjab. Ready to harvest in 130 days. It has a shelling percentage of 69. It yields about 6-8 quintals per acre. Seeds contain 49 per cent oil.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Oilseeds,Groundnut,Varieties,Information Regarding Groundnut varietiey   C-501 (Virginia group)?,"C-501 (Virginia group): It is a semi-spreading variety recommended for cultivation in sandy loam and loamy soils under irrigated conditions where spreading varieties do not grow well. It yields about 10 quintals per acre. It matures in about 125-130 days. It has 68 per cent shelling out turn and 48 percent oil content.
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Oilseeds,Groundnut,Varieties,Information Regarding Groundnut varietiey   M548?,"M548: Grown in sandy areas of the place with certainly dispersed rain fall of about 550 mm in July, mid-august as well as September or simply under deterrent irrigation. Ready to harvest in 123 days. Crude oil content obtained is 52.4%..
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Oilseeds,Groundnut,Varieties,Information Regarding Groundnut varietiey   M-335?,M-335: It is a spreading variety recommended for cultivation in Punjab. It matures in 125 days. It has a shelling percentage of 67. It yields about 8-10 quintals per acre. Seeds contain 49 percent oil. It is recommended for sowing under irrigated conditions in Punjab.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Oilseeds,Groundnut,Varieties,Information Regarding Groundnut varietiey   M-522?,M-522: It is a spreading variety for sowing under irrigated conditions in Punjab. It matures in about 115 days. It has a shelling out turn of 68 percent. Seeds contain 50.7 percent oil. Pods are medium bold in size with mostly two kernels. Its yield potential is 9 quintals per acre.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
